chrom1	start1	end1	chrom2	start2	end2	contacts
chr1	143175	143176	chr1	143230	143231	6
chr1	143229	143230	chr1	143230	143231	34
chr1	143792	143793	chr1	143230	143231	3
chr1	143230	143231	chr1	143229	143230	34
chr1	143555	143556	chr1	143229	143230	1
chr1	143792	143793	chr1	142660	142661	1
chr1	143555	143556	chr1	141552	141553	1
chr1	143175	143176	chr1	141551	141552	1
chr1	143176	143177	chr1	142695	142696	1
chr1	143229	143230	chr1	141696	141697	2
chr1	141551	141552	chr1	142696	142697	1
chr1	141870	141871	chr1	142696	142697	1
chr1	142263	142264	chr1	142248	142249	4
chr1	142660	142661	chr1	142248	142249	1
chr1	142248	142249	chr1	142660	142661	1
chr1	142659	142660	chr1	142660	142661	13
chr1	142660	142661	chr1	142659	142660	13
chr1	142248	142249	chr1	142263	142264	4
chr1	142695	142696	chr1	142696	142697	5
chr1	142696	142697	chr1	142695	142696	5
chr1	142696	142697	chr1	141551	141552	1
chr1	142696	142697	chr1	141870	141871	1
chr1	141870	141871	chr1	141869	141870	8
chr1	141551	141552	chr1	141552	141553	10
chr1	141870	141871	chr1	141552	141553	1
chr1	141552	141553	chr1	141551	141552	10
chr1	141697	141698	chr1	141551	141552	3
chr1	141551	141552	chr1	141697	141698	3
chr1	141696	141697	chr1	141697	141698	8
chr1	141552	141553	chr1	141870	141871	1
chr1	141696	141697	chr1	141870	141871	3
chr1	141869	141870	chr1	141870	141871	8
chr1	141697	141698	chr1	141696	141697	8
chr1	141870	141871	chr1	141696	141697	3
chr1	143554	143555	chr1	140579	140580	1
chr1	141552	141553	chr1	140578	140579	2
chr1	142696	142697	chr1	140578	140579	1
chr1	141551	141552	chr1	139233	139234	1
chr1	141696	141697	chr1	139233	139234	1
chr1	141869	141870	chr1	139233	139234	1
chr1	141870	141871	chr1	138299	138300	2
chr1	142659	142660	chr1	140483	140484	1
chr1	143176	143177	chr1	140483	140484	1
chr1	141552	141553	chr1	138463	138464	3
chr1	142696	142697	chr1	138462	138463	1
chr1	139232	139233	chr1	140579	140580	1
chr1	140578	140579	chr1	140579	140580	32
chr1	138462	138463	chr1	140578	140579	1
chr1	140579	140580	chr1	140578	140579	32
chr1	139232	139233	chr1	139233	139234	3
chr1	138299	138300	chr1	139232	139233	1
chr1	139233	139234	chr1	139232	139233	3
chr1	140483	140484	chr1	139232	139233	1
chr1	140579	140580	chr1	139232	139233	1
chr1	138299	138300	chr1	138300	138301	6
chr1	138300	138301	chr1	138299	138300	6
chr1	139232	139233	chr1	138299	138300	1
chr1	140483	140484	chr1	140484	140485	23
chr1	138463	138464	chr1	140483	140484	1
chr1	139232	139233	chr1	140483	140484	1
chr1	140484	140485	chr1	140483	140484	23
chr1	138462	138463	chr1	138463	138464	21
chr1	140483	140484	chr1	138463	138464	1
chr1	138463	138464	chr1	138462	138463	21
chr1	140578	140579	chr1	138462	138463	1
chr1	138463	138464	chr1	135556	135557	1
chr1	140483	140484	chr1	137104	137105	1
chr1	138300	138301	chr1	134108	134109	1
chr1	138463	138464	chr1	134108	134109	1
chr1	138463	138464	chr1	134212	134213	1
chr1	140578	140579	chr1	134839	134840	1
chr1	138300	138301	chr1	136581	136582	1
chr1	139233	139234	chr1	136581	136582	1
chr1	142263	142264	chr1	137309	137310	2
chr1	142695	142696	chr1	137309	137310	1
chr1	143554	143555	chr1	136580	136581	1
chr1	143229	143230	chr1	137105	137106	1
chr1	142696	142697	chr1	137308	137309	1
chr1	141696	141697	chr1	137104	137105	1
chr1	142263	142264	chr1	137104	137105	1
chr1	141870	141871	chr1	134840	134841	1
chr1	143230	143231	chr1	134211	134212	1
chr1	141696	141697	chr1	136581	136582	3
chr1	143554	143555	chr1	136581	136582	1
chr1	142248	142249	chr1	130700	130701	1
chr1	143554	143555	chr1	130699	130700	1
chr1	141551	141552	chr1	133148	133149	1
chr1	142248	142249	chr1	133296	133297	2
chr1	142696	142697	chr1	132371	132372	2
chr1	143554	143555	chr1	132371	132372	1
chr1	141870	141871	chr1	130518	130519	2
chr1	143792	143793	chr1	131327	131328	2
chr1	140483	140484	chr1	131328	131329	2
chr1	140484	140485	chr1	131327	131328	1
chr1	147945	147946	chr1	136580	136581	1
chr1	150715	150716	chr1	136580	136581	1
chr1	150715	150716	chr1	135556	135557	1
chr1	146174	146175	chr1	130518	130519	1
chr1	147420	147421	chr1	130518	130519	1
chr1	145268	145269	chr1	134212	134213	1
chr1	146175	146176	chr1	134212	134213	1
chr1	147945	147946	chr1	134839	134840	1
chr1	151280	151281	chr1	134839	134840	1
chr1	147599	147600	chr1	131327	131328	1
chr1	145269	145270	chr1	136581	136582	2
chr1	151281	151282	chr1	136581	136582	1
chr1	147420	147421	chr1	125567	125568	1
chr1	149915	149916	chr1	125567	125568	1
chr1	149916	149917	chr1	129668	129669	1
chr1	147944	147945	chr1	128238	128239	2
chr1	145269	145270	chr1	125566	125567	2
chr1	151280	151281	chr1	129351	129352	1
chr1	147801	147802	chr1	128621	128622	1
chr1	147945	147946	chr1	128979	128980	1
chr1	145268	145269	chr1	128969	128970	1
chr1	146175	146176	chr1	128969	128970	1
chr1	147421	147422	chr1	128969	128970	1
chr1	151280	151281	chr1	127393	127394	1
chr1	147800	147801	chr1	129669	129670	1
chr1	140579	140580	chr1	127125	127126	1
chr1	138463	138464	chr1	129668	129669	1
chr1	140484	140485	chr1	128238	128239	2
chr1	138299	138300	chr1	129352	129353	2
chr1	138299	138300	chr1	129822	129823	1
chr1	138299	138300	chr1	129351	129352	1
chr1	138463	138464	chr1	129351	129352	1
chr1	140578	140579	chr1	129351	129352	1
chr1	138462	138463	chr1	128979	128980	1
chr1	138463	138464	chr1	128979	128980	1
chr1	138463	138464	chr1	128620	128621	1
chr1	140483	140484	chr1	128969	128970	3
chr1	143792	143793	chr1	129352	129353	1
chr1	143555	143556	chr1	128621	128622	1
chr1	143792	143793	chr1	128979	128980	1
chr1	143175	143176	chr1	127394	127395	1
chr1	141552	141553	chr1	127393	127394	1
chr1	142696	142697	chr1	126026	126027	1
chr1	141870	141871	chr1	125567	125568	1
chr1	138463	138464	chr1	125567	125568	2
chr1	140483	140484	chr1	125567	125568	1
chr1	138463	138464	chr1	125566	125567	2
chr1	139232	139233	chr1	124281	124282	1
chr1	124280	124281	chr1	136580	136581	2
chr1	125567	125568	chr1	135556	135557	1
chr1	125566	125567	chr1	137104	137105	1
chr1	126026	126027	chr1	134212	134213	3
chr1	128979	128980	chr1	136580	136581	1
chr1	129351	129352	chr1	136580	136581	1
chr1	129821	129822	chr1	136580	136581	1
chr1	129668	129669	chr1	137105	137106	2
chr1	129821	129822	chr1	137105	137106	1
chr1	128239	128240	chr1	134109	134110	1
chr1	127126	127127	chr1	135556	135557	1
chr1	128238	128239	chr1	135556	135557	1
chr1	129352	129353	chr1	135556	135557	2
chr1	128969	128970	chr1	135555	135556	2
chr1	129352	129353	chr1	135555	135556	2
chr1	127126	127127	chr1	134212	134213	1
chr1	128969	128970	chr1	134212	134213	1
chr1	127125	127126	chr1	134839	134840	1
chr1	129351	129352	chr1	134839	134840	1
chr1	129821	129822	chr1	134839	134840	1
chr1	128979	128980	chr1	136581	136582	1
chr1	129352	129353	chr1	130700	130701	1
chr1	129668	129669	chr1	130700	130701	1
chr1	127125	127126	chr1	130699	130700	1
chr1	128969	128970	chr1	130699	130700	1
chr1	128979	128980	chr1	133297	133298	3
chr1	127125	127126	chr1	133147	133148	1
chr1	128979	128980	chr1	133147	133148	1
chr1	127394	127395	chr1	130519	130520	1
chr1	129352	129353	chr1	132370	132371	1
chr1	128979	128980	chr1	130518	130519	1
chr1	128239	128240	chr1	131327	131328	3
chr1	128620	128621	chr1	131327	131328	1
chr1	129351	129352	chr1	131327	131328	2
chr1	129352	129353	chr1	131327	131328	4
chr1	125566	125567	chr1	130518	130519	1
chr1	130519	130520	chr1	137309	137310	1
chr1	130518	130519	chr1	136580	136581	1
chr1	130519	130520	chr1	134109	134110	1
chr1	132371	132372	chr1	134108	134109	1
chr1	130518	130519	chr1	134840	134841	2
chr1	131327	131328	chr1	136581	136582	3
chr1	134212	134213	chr1	137309	137310	2
chr1	134108	134109	chr1	136580	136581	2
chr1	134108	134109	chr1	137105	137106	1
chr1	134840	134841	chr1	137105	137106	1
chr1	135555	135556	chr1	137308	137309	1
chr1	135555	135556	chr1	137104	137105	1
chr1	137308	137309	chr1	137309	137310	9
chr1	136581	136582	chr1	136580	136581	6
chr1	137104	137105	chr1	137105	137106	31
chr1	137309	137310	chr1	137308	137309	9
chr1	137105	137106	chr1	137104	137105	31
chr1	136580	136581	chr1	136581	136582	6
chr1	136580	136581	chr1	134108	134109	2
chr1	137105	137106	chr1	134108	134109	1
chr1	137104	137105	chr1	135555	135556	1
chr1	137308	137309	chr1	135555	135556	1
chr1	137105	137106	chr1	134840	134841	1
chr1	137309	137310	chr1	134212	134213	2
chr1	134108	134109	chr1	134109	134110	4
chr1	135555	135556	chr1	135556	135557	2
chr1	134109	134110	chr1	134108	134109	4
chr1	134839	134840	chr1	135555	135556	2
chr1	135556	135557	chr1	135555	135556	2
chr1	134211	134212	chr1	134212	134213	1
chr1	135555	135556	chr1	134839	134840	2
chr1	134212	134213	chr1	134211	134212	1
chr1	134108	134109	chr1	132371	132372	1
chr1	134109	134110	chr1	130519	130520	1
chr1	137309	137310	chr1	130519	130520	1
chr1	134840	134841	chr1	130518	130519	2
chr1	136580	136581	chr1	130518	130519	1
chr1	136581	136582	chr1	131327	131328	3
chr1	130518	130519	chr1	130700	130701	1
chr1	130699	130700	chr1	130700	130701	9
chr1	133147	133148	chr1	130700	130701	3
chr1	130700	130701	chr1	130699	130700	9
chr1	133296	133297	chr1	133297	133298	1
chr1	130518	130519	chr1	133296	133297	1
chr1	133297	133298	chr1	133296	133297	1
chr1	130700	130701	chr1	133147	133148	3
chr1	130518	130519	chr1	130519	130520	22
chr1	130519	130520	chr1	130518	130519	22
chr1	130700	130701	chr1	130518	130519	1
chr1	131328	131329	chr1	130518	130519	2
chr1	133296	133297	chr1	130518	130519	1
chr1	130518	130519	chr1	131328	131329	2
chr1	131327	131328	chr1	131328	131329	3
chr1	131328	131329	chr1	131327	131328	3
chr1	130699	130700	chr1	127125	127126	1
chr1	133147	133148	chr1	127125	127126	1
chr1	131327	131328	chr1	128239	128240	3
chr1	130700	130701	chr1	129668	129669	1
chr1	130700	130701	chr1	129352	129353	1
chr1	131327	131328	chr1	129352	129353	4
chr1	132370	132371	chr1	129352	129353	1
chr1	131327	131328	chr1	129351	129352	2
chr1	130518	130519	chr1	128979	128980	1
chr1	133147	133148	chr1	128979	128980	1
chr1	133297	133298	chr1	128979	128980	3
chr1	130519	130520	chr1	127394	127395	1
chr1	131327	131328	chr1	128620	128621	1
chr1	130699	130700	chr1	128969	128970	1
chr1	134839	134840	chr1	127125	127126	1
chr1	134109	134110	chr1	128239	128240	1
chr1	137105	137106	chr1	129668	129669	2
chr1	135556	135557	chr1	128238	128239	1
chr1	135555	135556	chr1	129352	129353	2
chr1	135556	135557	chr1	129352	129353	2
chr1	134839	134840	chr1	129351	129352	1
chr1	136580	136581	chr1	129351	129352	1
chr1	134839	134840	chr1	129821	129822	1
chr1	136580	136581	chr1	129821	129822	1
chr1	137105	137106	chr1	129821	129822	1
chr1	136580	136581	chr1	128979	128980	1
chr1	136581	136582	chr1	128979	128980	1
chr1	134212	134213	chr1	128969	128970	1
chr1	135555	135556	chr1	128969	128970	2
chr1	134212	134213	chr1	127126	127127	1
chr1	135556	135557	chr1	127126	127127	1
chr1	134212	134213	chr1	126026	126027	3
chr1	135556	135557	chr1	125567	125568	1
chr1	137104	137105	chr1	125566	125567	1
chr1	136580	136581	chr1	124280	124281	2
chr1	130518	130519	chr1	125566	125567	1
chr1	123482	123483	chr1	127125	127126	1
chr1	125567	125568	chr1	127125	127126	3
chr1	125567	125568	chr1	128239	128240	1
chr1	125566	125567	chr1	129352	129353	2
chr1	125567	125568	chr1	129352	129353	2
chr1	126025	126026	chr1	129352	129353	1
chr1	126026	126027	chr1	129822	129823	1
chr1	123354	123355	chr1	129821	129822	1
chr1	126025	126026	chr1	127394	127395	1
chr1	123033	123034	chr1	128969	128970	1
chr1	125567	125568	chr1	128969	128970	1
chr1	126026	126027	chr1	128969	128970	1
chr1	127126	127127	chr1	129668	129669	1
chr1	128238	128239	chr1	129352	129353	1
chr1	128239	128240	chr1	129352	129353	1
chr1	128238	128239	chr1	129351	129352	1
chr1	127393	127394	chr1	128979	128980	1
chr1	128238	128239	chr1	128969	128970	4
chr1	129669	129670	chr1	129668	129669	26
chr1	129822	129823	chr1	129668	129669	2
chr1	129351	129352	chr1	129352	129353	16
chr1	129351	129352	chr1	129822	129823	1
chr1	129668	129669	chr1	129822	129823	2
chr1	129821	129822	chr1	129822	129823	15
chr1	129352	129353	chr1	129351	129352	16
chr1	129669	129670	chr1	129351	129352	1
chr1	129822	129823	chr1	129351	129352	1
chr1	128620	128621	chr1	129821	129822	1
chr1	129822	129823	chr1	129821	129822	15
chr1	128620	128621	chr1	128621	128622	10
chr1	128969	128970	chr1	128979	128980	11
chr1	128621	128622	chr1	128620	128621	10
chr1	129821	129822	chr1	128620	128621	1
chr1	128979	128980	chr1	128969	128970	11
chr1	129669	129670	chr1	128969	128970	1
chr1	128969	128970	chr1	129669	129670	1
chr1	129351	129352	chr1	129669	129670	1
chr1	129668	129669	chr1	129669	129670	26
chr1	129352	129353	chr1	128239	128240	1
chr1	128969	128970	chr1	128238	128239	4
chr1	129351	129352	chr1	128238	128239	1
chr1	129352	129353	chr1	128238	128239	1
chr1	129668	129669	chr1	127126	127127	1
chr1	128979	128980	chr1	127393	127394	1
chr1	127126	127127	chr1	127125	127126	9
chr1	128238	128239	chr1	128239	128240	4
chr1	128239	128240	chr1	128238	128239	4
chr1	127393	127394	chr1	127394	127395	1
chr1	127125	127126	chr1	127126	127127	9
chr1	127394	127395	chr1	127393	127394	1
chr1	128969	128970	chr1	123033	123034	1
chr1	128969	128970	chr1	126026	126027	1
chr1	129822	129823	chr1	126026	126027	1
chr1	127125	127126	chr1	125567	125568	3
chr1	128239	128240	chr1	125567	125568	1
chr1	128969	128970	chr1	125567	125568	1
chr1	129352	129353	chr1	125567	125568	2
chr1	129821	129822	chr1	123354	123355	1
chr1	127394	127395	chr1	126025	126026	1
chr1	129352	129353	chr1	126025	126026	1
chr1	129352	129353	chr1	125566	125567	2
chr1	127125	127126	chr1	123482	123483	1
chr1	126025	126026	chr1	126026	126027	2
chr1	125566	125567	chr1	125567	125568	1
chr1	126026	126027	chr1	126025	126026	2
chr1	122745	122746	chr1	125566	125567	2
chr1	125567	125568	chr1	125566	125567	1
chr1	125566	125567	chr1	122745	122746	2
chr1	124106	124107	chr1	124107	124108	2
chr1	124107	124108	chr1	124106	124107	2
chr1	126026	126027	chr1	120221	120222	1
chr1	128238	128239	chr1	119095	119096	2
chr1	129669	129670	chr1	116486	116487	1
chr1	127393	127394	chr1	115674	115675	1
chr1	129821	129822	chr1	115674	115675	2
chr1	125566	125567	chr1	118418	118419	1
chr1	128620	128621	chr1	118418	118419	1
chr1	128621	128622	chr1	116344	116345	1
chr1	125566	125567	chr1	118915	118916	5
chr1	129352	129353	chr1	118915	118916	1
chr1	129668	129669	chr1	118915	118916	1
chr1	125567	125568	chr1	118323	118324	1
chr1	126025	126026	chr1	118323	118324	1
chr1	128969	128970	chr1	119549	119550	1
chr1	128621	128622	chr1	116343	116344	1
chr1	136580	136581	chr1	115577	115578	2
chr1	131327	131328	chr1	119095	119096	1
chr1	134108	134109	chr1	119095	119096	2
chr1	137104	137105	chr1	115576	115577	1
chr1	131327	131328	chr1	116486	116487	1
chr1	135556	135557	chr1	116486	116487	1
chr1	137105	137106	chr1	115675	115676	1
chr1	134212	134213	chr1	116485	116486	1
chr1	133297	133298	chr1	115674	115675	1
chr1	137308	137309	chr1	118418	118419	1
chr1	134840	134841	chr1	116344	116345	1
chr1	135556	135557	chr1	116344	116345	1
chr1	134839	134840	chr1	118915	118916	1
chr1	137308	137309	chr1	118417	118418	1
chr1	135555	135556	chr1	110499	110500	2
chr1	137104	137105	chr1	114084	114085	1
chr1	137309	137310	chr1	114084	114085	1
chr1	131327	131328	chr1	111151	111152	1
chr1	131327	131328	chr1	114690	114691	2
chr1	130519	130520	chr1	113934	113935	1
chr1	134212	134213	chr1	108912	108913	1
chr1	137308	137309	chr1	113396	113397	1
chr1	135555	135556	chr1	112475	112476	2
chr1	136580	136581	chr1	112475	112476	1
chr1	131328	131329	chr1	114427	114428	1
chr1	130699	130700	chr1	108722	108723	1
chr1	134108	134109	chr1	112759	112760	1
chr1	137105	137106	chr1	112758	112759	1
chr1	127393	127394	chr1	113934	113935	1
chr1	129668	129669	chr1	113352	113353	1
chr1	128969	128970	chr1	111840	111841	1
chr1	127125	127126	chr1	113396	113397	1
chr1	128621	128622	chr1	113396	113397	1
chr1	129668	129669	chr1	113396	113397	1
chr1	125566	125567	chr1	112475	112476	2
chr1	123034	123035	chr1	110732	110733	3
chr1	125567	125568	chr1	109165	109166	1
chr1	138299	138300	chr1	115576	115577	1
chr1	139233	139234	chr1	116486	116487	1
chr1	140579	140580	chr1	115675	115676	1
chr1	141869	141870	chr1	115675	115676	1
chr1	139233	139234	chr1	121712	121713	2
chr1	142696	142697	chr1	115674	115675	2
chr1	138462	138463	chr1	118418	118419	1
chr1	142696	142697	chr1	118915	118916	1
chr1	139233	139234	chr1	118417	118418	1
chr1	141552	141553	chr1	122591	122592	1
chr1	138300	138301	chr1	118323	118324	1
chr1	143554	143555	chr1	116343	116344	1
chr1	147420	147421	chr1	115576	115577	1
chr1	150714	150715	chr1	115576	115577	1
chr1	147801	147802	chr1	120220	120221	1
chr1	145268	145269	chr1	118418	118419	1
chr1	147421	147422	chr1	118915	118916	1
chr1	151281	151282	chr1	119549	119550	1
chr1	145268	145269	chr1	116343	116344	1
chr1	147800	147801	chr1	110499	110500	1
chr1	147801	147802	chr1	108912	108913	1
chr1	150715	150716	chr1	108912	108913	1
chr1	149916	149917	chr1	111840	111841	1
chr1	150715	150716	chr1	113396	113397	1
chr1	151281	151282	chr1	112475	112476	1
chr1	151280	151281	chr1	112474	112475	1
chr1	151281	151282	chr1	110500	110501	2
chr1	143792	143793	chr1	111152	111153	2
chr1	143175	143176	chr1	113934	113935	2
chr1	143229	143230	chr1	113934	113935	1
chr1	143555	143556	chr1	111840	111841	1
chr1	138463	138464	chr1	113395	113396	1
chr1	140579	140580	chr1	112474	112475	1
chr1	140484	140485	chr1	110500	110501	1
chr1	143775	143776	chr1	112758	112759	1
chr1	143554	143555	chr1	106114	106115	1
chr1	141551	141552	chr1	106113	106114	1
chr1	139233	139234	chr1	105407	105408	1
chr1	143554	143555	chr1	105407	105408	1
chr1	147945	147946	chr1	106113	106114	1
chr1	151281	151282	chr1	106113	106114	1
chr1	147945	147946	chr1	103687	103688	1
chr1	150715	150716	chr1	103687	103688	1
chr1	147598	147599	chr1	106432	106433	1
chr1	147421	147422	chr1	107193	107194	1
chr1	145268	145269	chr1	107037	107038	1
chr1	147945	147946	chr1	94831	94832	2
chr1	145268	145269	chr1	95714	95715	1
chr1	149916	149917	chr1	95714	95715	1
chr1	145268	145269	chr1	95216	95217	1
chr1	147599	147600	chr1	94781	94782	1
chr1	143554	143555	chr1	96222	96223	2
chr1	139233	139234	chr1	95457	95458	1
chr1	138462	138463	chr1	94782	94783	1
chr1	140579	140580	chr1	95713	95714	3
chr1	143230	143231	chr1	94781	94782	2
chr1	126025	126026	chr1	106113	106114	1
chr1	126026	126027	chr1	106113	106114	1
chr1	129352	129353	chr1	106619	106620	1
chr1	126026	126027	chr1	103687	103688	2
chr1	129352	129353	chr1	102037	102038	1
chr1	129668	129669	chr1	104599	104600	1
chr1	125566	125567	chr1	106432	106433	1
chr1	125567	125568	chr1	106432	106433	1
chr1	127394	127395	chr1	106432	106433	1
chr1	129821	129822	chr1	106432	106433	1
chr1	129668	129669	chr1	107193	107194	1
chr1	128979	128980	chr1	105407	105408	1
chr1	127125	127126	chr1	107037	107038	1
chr1	127125	127126	chr1	107192	107193	1
chr1	136580	136581	chr1	106114	106115	1
chr1	130699	130700	chr1	106113	106114	1
chr1	130700	130701	chr1	103687	103688	1
chr1	131327	131328	chr1	102037	102038	1
chr1	132371	132372	chr1	106431	106432	1
chr1	130700	130701	chr1	105408	105409	1
chr1	130700	130701	chr1	105407	105408	1
chr1	135556	135557	chr1	96222	96223	1
chr1	134108	134109	chr1	95457	95458	1
chr1	137104	137105	chr1	95457	95458	1
chr1	130700	130701	chr1	94831	94832	1
chr1	131327	131328	chr1	94831	94832	2
chr1	136581	136582	chr1	95216	95217	1
chr1	128979	128980	chr1	95217	95218	1
chr1	127126	127127	chr1	96221	96222	1
chr1	127125	127126	chr1	95216	95217	2
chr1	127126	127127	chr1	95216	95217	3
chr1	128238	128239	chr1	95216	95217	1
chr1	129668	129669	chr1	94782	94783	1
chr1	124106	124107	chr1	94781	94782	1
chr1	128621	128622	chr1	94781	94782	1
chr1	94831	94832	chr1	116486	116487	4
chr1	96222	96223	chr1	116486	116487	1
chr1	95217	95218	chr1	120301	120302	1
chr1	94781	94782	chr1	120343	120344	1
chr1	96221	96222	chr1	118915	118916	1
chr1	94781	94782	chr1	122591	122592	2
chr1	106431	106432	chr1	115576	115577	1
chr1	107193	107194	chr1	116486	116487	2
chr1	104599	104600	chr1	115675	115676	1
chr1	106113	106114	chr1	115675	115676	1
chr1	107037	107038	chr1	116485	116486	3
chr1	106432	106433	chr1	115674	115675	1
chr1	104600	104601	chr1	118916	118917	1
chr1	106113	106114	chr1	118418	118419	2
chr1	107037	107038	chr1	116344	116345	3
chr1	106619	106620	chr1	118417	118418	1
chr1	103687	103688	chr1	116343	116344	1
chr1	106432	106433	chr1	114690	114691	1
chr1	107037	107038	chr1	114690	114691	1
chr1	106432	106433	chr1	113934	113935	1
chr1	107193	107194	chr1	113952	113953	1
chr1	106114	106115	chr1	113352	113353	2
chr1	104599	104600	chr1	111840	111841	2
chr1	104599	104600	chr1	114428	114429	1
chr1	106113	106114	chr1	112475	112476	1
chr1	106432	106433	chr1	112475	112476	1
chr1	106432	106433	chr1	114427	114428	2
chr1	105407	105408	chr1	112474	112475	1
chr1	104600	104601	chr1	112759	112760	1
chr1	106431	106432	chr1	112759	112760	1
chr1	106619	106620	chr1	112759	112760	2
chr1	107037	107038	chr1	112759	112760	1
chr1	107192	107193	chr1	112759	112760	1
chr1	106431	106432	chr1	110499	110500	1
chr1	106619	106620	chr1	110499	110500	1
chr1	107037	107038	chr1	111151	111152	1
chr1	104599	104600	chr1	110732	110733	2
chr1	106432	106433	chr1	109165	109166	1
chr1	106619	106620	chr1	109165	109166	1
chr1	106432	106433	chr1	108722	108723	1
chr1	103687	103688	chr1	110732	110733	1
chr1	103688	103689	chr1	109165	109166	1
chr1	103687	103688	chr1	108491	108492	1
chr1	94781	94782	chr1	114084	114085	3
chr1	95458	95459	chr1	113952	113953	1
chr1	95457	95458	chr1	108912	108913	1
chr1	96221	96222	chr1	111841	111842	1
chr1	95216	95217	chr1	108911	108912	1
chr1	94831	94832	chr1	113352	113353	1
chr1	95216	95217	chr1	111840	111841	1
chr1	95216	95217	chr1	114428	114429	1
chr1	95216	95217	chr1	114427	114428	1
chr1	96221	96222	chr1	114427	114428	1
chr1	94831	94832	chr1	109165	109166	1
chr1	95458	95459	chr1	108491	108492	2
chr1	110500	110501	chr1	119095	119096	1
chr1	110499	110500	chr1	122591	122592	2
chr1	111152	111153	chr1	122591	122592	1
chr1	114690	114691	chr1	119549	119550	1
chr1	113934	113935	chr1	115577	115578	1
chr1	113934	113935	chr1	115576	115577	1
chr1	112759	112760	chr1	116486	116487	1
chr1	114427	114428	chr1	116486	116487	1
chr1	114427	114428	chr1	116485	116486	1
chr1	113952	113953	chr1	118418	118419	2
chr1	114427	114428	chr1	118418	118419	1
chr1	114690	114691	chr1	118418	118419	1
chr1	113934	113935	chr1	116344	116345	3
chr1	112474	112475	chr1	118323	118324	1
chr1	112474	112475	chr1	116343	116344	2
chr1	113396	113397	chr1	116343	116344	2
chr1	111152	111153	chr1	115577	115578	1
chr1	110500	110501	chr1	115576	115577	1
chr1	108722	108723	chr1	116486	116487	1
chr1	110733	110734	chr1	116486	116487	1
chr1	110500	110501	chr1	116485	116486	1
chr1	109165	109166	chr1	115674	115675	1
chr1	109165	109166	chr1	116343	116344	1
chr1	115576	115577	chr1	120220	120221	1
chr1	118916	118917	chr1	122591	122592	1
chr1	118418	118419	chr1	119549	119550	1
chr1	120343	120344	chr1	120301	120302	3
chr1	120301	120302	chr1	120343	120344	3
chr1	120220	120221	chr1	115576	115577	1
chr1	122591	122592	chr1	118916	118917	1
chr1	119549	119550	chr1	118418	118419	1
chr1	116343	116344	chr1	118916	118917	1
chr1	116343	116344	chr1	118323	118324	1
chr1	116485	116486	chr1	118323	118324	1
chr1	118915	118916	chr1	118916	118917	5
chr1	118417	118418	chr1	118418	118419	20
chr1	118323	118324	chr1	118324	118325	9
chr1	118323	118324	chr1	118915	118916	1
chr1	118916	118917	chr1	118915	118916	5
chr1	118323	118324	chr1	118417	118418	2
chr1	118418	118419	chr1	118417	118418	20
chr1	118324	118325	chr1	118323	118324	9
chr1	118417	118418	chr1	118323	118324	2
chr1	118915	118916	chr1	118323	118324	1
chr1	118323	118324	chr1	116485	116486	1
chr1	118323	118324	chr1	116343	116344	1
chr1	118916	118917	chr1	116343	116344	1
chr1	115576	115577	chr1	115577	115578	8
chr1	115577	115578	chr1	115576	115577	8
chr1	115675	115676	chr1	115576	115577	2
chr1	116343	116344	chr1	116486	116487	5
chr1	116485	116486	chr1	116486	116487	9
chr1	115576	115577	chr1	115675	115676	2
chr1	115674	115675	chr1	115675	115676	8
chr1	116486	116487	chr1	116485	116486	9
chr1	115675	115676	chr1	115674	115675	8
chr1	116343	116344	chr1	115674	115675	1
chr1	116343	116344	chr1	116344	116345	14
chr1	115674	115675	chr1	116343	116344	1
chr1	116344	116345	chr1	116343	116344	14
chr1	116486	116487	chr1	116343	116344	5
chr1	118418	118419	chr1	114690	114691	1
chr1	115576	115577	chr1	113934	113935	1
chr1	115577	115578	chr1	113934	113935	1
chr1	116344	116345	chr1	113934	113935	3
chr1	118418	118419	chr1	113952	113953	2
chr1	116343	116344	chr1	113396	113397	2
chr1	116485	116486	chr1	114427	114428	1
chr1	116486	116487	chr1	114427	114428	1
chr1	118418	118419	chr1	114427	114428	1
chr1	116343	116344	chr1	112474	112475	2
chr1	118323	118324	chr1	112474	112475	1
chr1	116486	116487	chr1	112759	112760	1
chr1	119549	119550	chr1	114690	114691	1
chr1	122591	122592	chr1	110499	110500	2
chr1	122591	122592	chr1	111152	111153	1
chr1	119095	119096	chr1	110500	110501	1
chr1	115577	115578	chr1	111152	111153	1
chr1	116486	116487	chr1	110733	110734	1
chr1	115674	115675	chr1	109165	109166	1
chr1	116343	116344	chr1	109165	109166	1
chr1	116486	116487	chr1	108722	108723	1
chr1	115576	115577	chr1	110500	110501	1
chr1	116485	116486	chr1	110500	110501	1
chr1	110500	110501	chr1	113352	113353	1
chr1	108491	108492	chr1	113396	113397	1
chr1	110500	110501	chr1	113396	113397	1
chr1	111151	111152	chr1	114428	114429	2
chr1	108492	108493	chr1	112475	112476	1
chr1	108721	108722	chr1	112475	112476	1
chr1	111152	111153	chr1	112475	112476	1
chr1	108491	108492	chr1	112474	112475	1
chr1	110499	110500	chr1	112758	112759	1
chr1	110732	110733	chr1	112758	112759	1
chr1	111152	111153	chr1	112758	112759	1
chr1	111840	111841	chr1	114690	114691	1
chr1	113396	113397	chr1	114690	114691	1
chr1	112474	112475	chr1	114428	114429	1
chr1	112474	112475	chr1	114427	114428	1
